timestamp,air_pressure,angular_speed,piston_speed,pistion_vibration,operating_status
4/1/2018 0:00,124.7546118,42.1899456,13.3091311,9.640434402,NORMAL
4/1/2018 0:01,126.1436776,40.4850507,12.77130937,13.59500964,NORMAL
4/1/2018 0:02,118.3114347,42.07189215,13.27189027,10.43411718,NORMAL
4/1/2018 0:03,123.526685,36.58875043,11.54219256,9.940153955,NORMAL
4/1/2018 0:04,127.6394042,37.68760736,11.88883513,10.02700076,NORMAL
4/1/2018 0:05,123.8555596,35.46130545,11.18653169,9.18930695,NORMAL
4/1/2018 0:06,117.5415348,43.19177918,13.62516693,10.61199903,NORMAL
4/1/2018 0:07,117.8551881,37.30201143,11.76719603,9.673241591,NORMAL
4/1/2018 0:08,124.3467385,39.16469589,12.35479366,12.65868367,NORMAL
4/1/2018 0:09,118.6152479,38.6003961,12.1767811,13.17713315,NORMAL
4/1/2018 0:10,123.3615714,42.94807669,13.54828918,9.844963268,NORMAL
4/1/2018 0:11,126.9828637,44.64748468,14.08438002,10.46787642,NORMAL
4/1/2018 0:12,128.3169936,39.93756195,12.59859998,12.70975539,NORMAL
4/1/2018 0:13,127.5505139,37.91168494,11.95952206,11.38667453,NORMAL
4/1/2018 0:14,120.6426842,36.34429165,11.46507623,12.94962447,NORMAL
4/1/2018 0:15,121.5741585,36.18271068,11.41410432,11.31684261,NORMAL
4/1/2018 0:16,125.1598619,44.98245172,14.19004786,13.08608325,NORMAL
4/1/2018 0:17,116.9731137,41.81854021,13.19196852,13.6199977,NORMAL
4/1/2018 0:18,125.8529624,36.56268303,11.53396941,13.97389322,NORMAL
4/1/2018 0:19,119.3135124,38.69229432,12.20577108,11.43669569,NORMAL
4/1/2018 0:20,118.643072,39.3703289,12.41966211,11.34615288,NORMAL
4/1/2018 0:21,118.0648623,35.39467078,11.16551129,13.90926077,NORMAL
4/1/2018 0:22,119.6015553,37.83622825,11.93571869,9.524787149,NORMAL
4/1/2018 0:23,128.1625523,41.5859624,13.11860013,13.74196641,NORMAL
4/1/2018 0:24,118.4908849,41.14326802,12.9789489,10.37129936,NORMAL
4/1/2018 0:25,121.70688,43.52317752,13.729709,13.75022922,NORMAL
4/1/2018 0:26,126.4607652,37.71991702,11.89902745,13.31042999,NORMAL
4/1/2018 0:27,121.6556379,38.2241025,12.0580765,10.8499972,NORMAL
4/1/2018 0:28,128.2079577,37.28937344,11.76320929,13.86904211,NORMAL
4/1/2018 0:29,127.5810144,40.22527757,12.68936201,9.991488782,NORMAL
4/1/2018 0:30,125.0859941,41.27596967,13.02081062,13.24818242,NORMAL
4/1/2018 0:31,118.899686,39.60726571,12.49440559,10.82500203,NORMAL
4/1/2018 0:32,116.9214142,40.6407224,12.82041716,10.19156108,NORMAL
4/1/2018 0:33,120.9099277,39.22804909,12.37477889,12.76347791,NORMAL
4/1/2018 0:34,127.7609978,42.97579453,13.55703297,9.547809263,NORMAL
4/1/2018 0:35,126.6754038,42.21226754,13.31617273,12.72290934,NORMAL
4/1/2018 0:36,126.0104801,41.06986345,12.95579289,10.06931237,NORMAL
4/1/2018 0:37,116.5256497,40.12076353,12.65639228,13.91281285,NORMAL
4/1/2018 0:38,123.4815794,40.0302017,12.62782388,9.851225455,NORMAL
4/1/2018 0:39,124.7871852,39.38182311,12.42328805,9.057571577,NORMAL
4/1/2018 0:40,123.0600562,35.85023527,11.30922248,13.28563535,NORMAL
4/1/2018 0:41,115.5015549,44.35033896,13.99064321,12.30669167,NORMAL
4/1/2018 0:42,124.4420858,43.93636131,13.86005089,10.15125245,NORMAL
4/1/2018 0:43,119.9334708,35.2557539,11.12168893,12.75902484,NORMAL
4/1/2018 0:44,128.0095669,43.23246234,13.63800074,13.27597349,NORMAL
4/1/2018 0:45,123.3384285,44.03275538,13.89045911,10.25066628,NORMAL
4/1/2018 0:46,123.3232176,43.24559074,13.64214219,12.05907146,NORMAL
4/1/2018 0:47,121.2205815,42.88610913,13.52874105,11.44287356,NORMAL
4/1/2018 0:48,118.0513215,38.64190352,12.18987493,13.1970684,NORMAL
4/1/2018 0:49,119.7784598,44.158415,13.93009937,11.09965442,NORMAL
4/1/2018 0:50,127.0784629,37.63649931,11.87271272,12.97794981,NORMAL
4/1/2018 0:51,125.0942284,35.77132513,11.28432969,12.33320198,NORMAL
4/1/2018 0:52,116.8814325,40.7181228,12.84483369,11.84592638,NORMAL
4/1/2018 0:53,115.3794435,39.2262712,12.37421804,13.97329575,NORMAL
4/1/2018 0:54,128.2800288,36.27253356,11.44243961,13.79846885,NORMAL
4/1/2018 0:55,126.0973258,44.70758803,14.10334007,12.83593539,NORMAL
4/1/2018 0:56,123.1971483,42.55180262,13.42328159,9.948485603,NORMAL
4/1/2018 0:57,127.8153459,39.60211146,12.49277964,12.10185616,NORMAL
4/1/2018 0:58,124.5210865,38.23336926,12.06099977,13.62817001,NORMAL
4/1/2018 0:59,122.8282932,43.45116545,13.70699225,13.57247829,NORMAL
4/1/2018 1:00,122.6623525,41.6480388,13.13818259,10.04149255,NORMAL
4/1/2018 1:01,118.3429279,41.92388813,13.2252013,13.35945028,NORMAL
4/1/2018 1:02,126.0792818,44.74927466,14.11649043,9.401568452,NORMAL
4/1/2018 1:03,126.3554217,37.02139487,11.67867346,10.29644596,NORMAL
4/1/2018 1:04,120.2714897,41.64141133,13.1360919,10.45950372,NORMAL
4/1/2018 1:05,125.5777329,42.21988598,13.31857602,12.34501299,NORMAL
4/1/2018 1:06,117.2697567,44.10427571,13.91302073,10.2364752,NORMAL
4/1/2018 1:07,122.9501972,44.14919746,13.92719163,9.820403432,NORMAL
4/1/2018 1:08,117.2173435,37.46944708,11.82001485,10.14570106,NORMAL
4/1/2018 1:09,122.5485365,44.18835275,13.93954345,11.95987946,NORMAL
4/1/2018 1:10,128.179364,43.84302899,13.83060851,10.47950664,NORMAL
4/1/2018 1:11,118.7446894,41.66701573,13.144169,12.39654818,NORMAL
4/1/2018 1:12,115.2358498,41.99230033,13.24678244,13.12478883,NORMAL
